,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
0,N/A,N/A,a,N/A,N/A,N/A,N/A,N/A,42.81,30.91,3.47,3.46,11.41,14.16,4.82,1.5,12.20,13970000000.0,13770000000.0,19.82,2.13,3.41,16.73,3.41,2040000000.0,1.5,468000000.0,1.38,95.20,0.20,1930000000.0,5.89,1730000000.0,3.59,12.34,42.62,1.5,0.39,85.20,3270000.0,1.93,1.12,3300000.0,N/A
1,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,61.25,10.08,2.17,3.79,22.27,29.39,14.76,1.5,40.54,495820000000.0,519880000000.0,9.89,1.18,2.29,6.62,2.29,93630000000.0,1.5,50680000000.0,8.98,22.50,12.80,55840000000.0,10.20,79910000000.0,1.28,23.81,90.52,1.5,0.03,60.20,52540000.0,1.65,0.95,55510000.0,N/A
2,N/A,N/A,abbv,N/A,N/A,N/A,N/A,N/A,687.34,18.64,4.25,21.77,23.03,39.35,14.54,1.5,14.59,100300000000.0,123590000000.0,10.92,0.78,5.20,12.00,5.20,18360000000.0,1.5,5450000000.0,3.33,32.50,18.20,8600000000.0,5.32,31910000000.0,1.56,2.87,62.00,1.5,0.10,73.60,21760000.0,3.54,1.35,22530000.0,N/A
3,N/A,N/A,abt,N/A,N/A,N/A,N/A,N/A,41.22,23.15,2.74,2.69,12.00,14.51,4.47,1.5,13.70,55240000000.0,59870000000.0,15.22,1.83,2.94,13.73,2.94,11660000000.0,1.5,2109999999.9999998,1.62,86.20,0.20,3960000000.0,2.69,8590000000.0,1.48,14.11,37.60,1.5,0.21,70.50,12430000.0,2.53,0.87,12680000.0,N/A
4,N/A,N/A,acn,N/A,N/A,N/A,N/A,N/A,0.39,20.10,2.30,10.66,11.63,14.55,16.37,1.5,50.52,71910000000.0,69000000000.0,19.87,2.17,2.18,13.06,2.18,9810000000.0,1.5,3680000000.0,5.74,92.00,6.00,3040000000.0,4.87,28650000.0,1.41,10.92,115.44,1.5,0.21,83.10,10400000.0,3.25,1.66,10730000.0,N/A
5,N/A,N/A,adbe,N/A,N/A,N/A,N/A,N/A,27.07,61.13,9.47,6.78,15.76,20.46,5.66,1.5,10.16,48010000000.0,45820000000.0,25.32,1.20,9.04,33.25,9.04,4050000000.0,1.5,798970000.0,1.57,199.60,24.70,4099999999.9999995,8.19,1920000000.0,2.21,14.14,95.97,1.5,0.38,92.30,4390000.0,1.16,0.90,5040000.0,N/A
6,N/A,N/A,adi,N/A,N/A,N/A,N/A,N/A,34.65,25.45,4.96,3.41,19.89,30.59,9.10,1.5,10.98,16960000000.0,14910000000.0,17.05,1.95,4.34,11.76,4.34,2260000000.0,1.5,682620000.0,2.15,8.00,0.30,3790000000.0,12.22,1730000000.0,7.82,16.11,54.72,1.5,0.75,88.30,4790000.0,2.64,1.55,5350000.0,N/A
7,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,37.10,14.43,0.35,1.26,2.46,2.67,2.65,1.5,106.26,22110000000.0,27530000000.0,13.25,5.62,0.43,10.49,0.43,4019999999.9999995,1.5,1590000000.0,2.61,53.30,17.80,1230000000.0,2.10,6650000000.0,1.63,30.49,37.63,1.5,2.23,77.00,12950000.0,3.92,2.26,12470000.0,N/A
8,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,44.58,25.67,3.44,8.77,13.49,18.57,3.02,1.5,24.93,39070000000.0,38110000000.0,23.24,2.55,3.32,15.78,3.32,4510000000.0,1.5,1470000000.0,3.34,8.80,7.40,2970000000.0,6.51,2009999999.9999998,1.08,9.87,85.76,1.5,0.14,78.10,5400000.0,3.50,1.16,5230000.0,N/A
9,N/A,N/A,aee,N/A,N/A,N/A,N/A,N/A,108.36,18.68,2.03,1.70,10.88,22.42,3.49,1.5,23.76,11660000000.0,19440000000.0,17.23,2.70,3.37,8.91,3.37,2600000000.0,1.5,576000000.0,2.57,2.80,4.30,13000000.0,0.05,7600000000.0,0.79,28.31,48.07,1.5,0.25,66.40,5260000.0,2.87,2.18,5340000.0,N/A
10,N/A,N/A,aep,N/A,N/A,N/A,N/A,N/A,115.78,16.84,2.03,1.78,12.06,19.62,3.19,1.5,32.44,32240000000.000004,52990000000.0,17.04,4.40,3.33,10.71,3.33,9020000000.0,1.5,1650000000.0,3.90,20.30,11.70,307500000.0,0.63,21000000000.0,0.57,36.90,65.61,1.5,0.01,68.40,6920000.0,2.78,1.41,6270000.0,N/A
11,N/A,N/A,aes,N/A,N/A,N/A,N/A,N/A,332.42,26.26,0.51,2.32,2.01,17.02,4.11,1.5,21.37,7360000000.0,26100000000.0,9.88,3.28,1.81,7.32,1.81,2870000000.0,1.5,290000000.0,0.43,11.30,12.90,1810000000.0,2.75,20560000000.0,1.06,4.86,11.16,1.5,0.26,96.80,10530000.0,1.77,1.92,13240000.0,N/A
12,N/A,N/A,aet,N/A,N/A,N/A,N/A,N/A,46.10,16.25,0.63,2.26,3.85,7.77,5.28,1.5,173.99,37830000000.0,38850000000.0,12.21,1.17,0.64,7.19,0.64,16500000000.0,1.5,2340000000.0,6.64,6.50,4.00,6760000000.0,19.27,7780000000.0,0.85,47.96,107.90,1.5,0.35,90.40,13940000.0,5.93,4.27,16320000.0,N/A
13,N/A,N/A,afl,N/A,N/A,N/A,N/A,N/A,29.04,11.34,1.36,1.44,12.35,21.07,2.23,1.5,49.45,28510000000.0,30880000000.0,9.91,1.08,1.47,6.88,1.47,7820000000.0,1.5,2600000000.0,6.07,10.30,3.40,3450000000.0,8.33,5810000000.0,0.36,48.22,68.87,1.5,2.41,67.40,7660000.0,3.51,1.90,6650000.0,N/A
14,N/A,N/A,aiv,N/A,N/A,N/A,N/A,N/A,215.39,38.74,6.93,4.61,18.90,26.94,2.62,1.5,6.17,6620000000.0,11200000000.0,17.11,1.81,11.67,19.94,11.67,616060000.0,1.5,169850000.0,1.09,72.10,1.30,64450000.0,0.41,3920000000.0,0.35,9.22,42.26,1.5,0.91,102.90,2790000.0,2.65,2.62,2740000.0,N/A
15,N/A,N/A,aiz,N/A,N/A,N/A,N/A,N/A,30.99,18.94,0.55,1.20,3.17,4.89,0.99,1.5,146.95,5390000000.0,4290000000.0,12.12,0.64,0.44,6.92,0.44,1660000000.0,1.5,311830000.0,4.59,340.20,18.50,2510000000.0,40.53,1410000000.0,1.03,72.87,87.01,1.5,1.26,97.80,1710000.0,2.77,2.66,1780000.0,N/A
16,N/A,N/A,akam,N/A,N/A,N/A,N/A,N/A,20.02,28.53,4.01,2.89,14.23,20.88,7.15,1.5,12.59,8910000000.0,8650000000.0,16.55,1.35,3.87,12.39,3.87,1470000000.0,1.5,318520000.0,1.77,3.70,7.80,837870000.0,4.77,623480000.0,3.99,17.69,50.49,1.5,2.80,89.10,11440000.0,6.65,6.65,9830000.0,N/A
17,N/A,N/A,all,N/A,N/A,N/A,N/A,N/A,25.11,16.45,0.71,1.36,4.89,8.10,1.68,1.5,90.82,25220000000.0,26280000000.0,10.80,1.66,0.74,8.07,0.74,12060000000.0,1.5,1620000000.0,4.10,63.70,0.90,4059999999.9999995,10.84,5110000000.0,0.50,49.58,67.38,1.5,0.27,77.60,3520000.0,1.83,0.95,3590000.0,N/A
18,N/A,N/A,alxn,N/A,N/A,N/A,N/A,N/A,42.43,211.41,11.52,3.87,5.37,27.45,5.39,1.5,12.30,31300000000.0,33700000000.000004,21.20,1.38,12.46,34.43,12.46,2370000000.0,1.5,145230000.0,0.66,0.90,16.80,1030000000.0,4.59,3420000000.0,3.53,35.96,139.74,1.5,0.36,98.30,5800000.0,3.31,3.60,5380000.0,N/A
19,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,46.64,17.97,2.32,3.10,13.76,16.79,7.60,1.5,8.00,22170000000.0,22400000000.0,11.96,0.97,2.34,11.31,2.34,3950000000.0,1.5,1320000000.0,1.09,17.80,4.30,3120000000.0,2.76,3340000000.0,3.00,6.34,19.61,1.5,0.21,87.10,14660000.0,1.28,1.29,14360000.0,N/A
20,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,119.61,16.12,5.18,4.01,32.57,40.55,7.80,1.5,29.31,114450000000.0,114010000000.0,12.55,1.72,5.15,10.37,5.15,17440000000.0,1.5,7220000000.0,9.45,17.10,9.80,34740000000.0,46.25,34310000000.000004,4.95,38.18,152.35,1.5,0.13,81.70,8850000.0,2.62,1.35,9710000.0,N/A
21,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,101.02,11.05,1.33,2.24,12.87,25.44,1.30,1.5,66.83,15560000000.0,13660000000.0,8.52,0.79,1.15,4.17,1.15,9940000000.0,1.5,1530000000.0,8.49,7.40,9.30,9060000000.0,54.67,7160000000.0,2.67,42.52,93.83,1.5,0.25,89.20,1950000.0,1.26,1.16,2460000.0,N/A
22,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,243.17,68.46,9.08,6.53,15.40,34.35,4.04,1.5,11.76,44880000000.0,61570000000.0,16.62,1.50,12.36,20.03,12.36,3460000000.0,1.5,659790000.0,1.54,42.30,19.40,336400000.0,0.79,17020000000.0,0.87,16.33,105.70,1.5,0.11,97.00,5980000.0,3.14,1.42,5820000.0,N/A
23,N/A,N/A,an,N/A,N/A,N/A,N/A,N/A,321.43,12.14,0.23,2.32,2.03,4.11,5.87,1.5,189.57,4780000000.0,11460000000.0,9.83,0.99,0.55,11.47,0.55,3260000000.0,1.5,428200000.0,3.82,14.00,3.50,47800000.0,0.46,6720000000.0,0.83,20.28,46.40,1.5,27.31,69.30,8060000.000000001,4.89,12.45,7360000.0,N/A
24,N/A,N/A,anf,N/A,N/A,N/A,N/A,N/A,25.75,47.14,0.47,1.27,1.01,3.04,2.71,1.5,51.08,1620000000.0,1370000000.0,16.81,1.22,0.39,4.27,0.39,2160000000.0,1.5,35580000.0,0.51,30.10,0.60,588580000.0,8.71,333670000.0,2.21,19.17,24.04,1.5,1.71,126.10,16469999.999999998,9.23,27.13,16260000.000000002,N/A
25,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,123.38,21.62,2.41,5.30,11.82,17.34,4.56,1.5,41.80,28030000000.0,33670000000.0,14.49,1.71,2.90,13.25,2.90,11680000000.0,1.5,1370000000.0,4.89,4.00,1.90,957000000.0,3.61,6600000000.0,1.10,19.94,105.81,1.5,1.04,90.00,3690000.0,2.43,1.24,3450000.0,N/A
26,N/A,N/A,aph,N/A,N/A,N/A,N/A,N/A,83.71,23.53,3.02,5.07,13.00,19.67,9.39,1.5,18.45,16960000000.0,19110000000.0,19.06,3.12,3.36,14.55,3.36,1780000000.0,1.5,740300000.0,2.34,12.90,9.40,713600000.0,2.32,2870000000.0,2.80,11.01,55.08,1.5,0.36,101.40,5370000.0,4.55,2.09,5460000.0,N/A
27,N/A,N/A,arg,N/A,N/A,N/A,N/A,N/A,126.54,31.48,1.95,5.06,6.35,11.61,6.37,1.5,72.37,10350000000.0,12920000000.0,25.53,2.77,2.43,13.32,2.43,2950000000.0,1.5,337500000.0,4.54,11.80,0.60,55810000.0,0.77,2590000000.0,1.21,28.16,142.94,1.5,10.17,81.50,2910000.0,5.18,4.48,2980000.0,N/A
28,N/A,N/A,atvi,N/A,N/A,N/A,N/A,N/A,69.97,34.37,5.78,3.35,17.23,26.38,5.14,1.5,6.62,28260000000.0,31240000000.0,17.98,1.07,6.45,19.61,6.45,3080000000.0,1.5,827000000.0,1.11,14.70,13.80,2870000000.0,3.89,5840000000.0,1.73,11.31,38.29,1.5,30.35,69.50,15600000.0,2.84,2.80,17800000.0,N/A
29,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,65.97,32.70,13.16,2.61,39.46,39.52,2.90,1.5,14.51,25520000000.0,31930000000.0,20.84,3.60,16.33,25.32,16.33,1860000000.0,1.5,769950000.0,5.69,14.30,12.50,97540000.0,0.71,6500000000.0,0.79,71.79,186.09,1.5,0.45,100.60,3300000.0,4.78,2.82,3030000.0,N/A
30,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,126.84,24.03,1.15,7.04,4.93,9.55,8.26,1.5,65.32,6740000000.0,7780000000.0,17.66,1.85,1.31,10.93,1.31,1650000000.0,1.5,292100000.0,3.15,24.60,2.80,191100000.0,2.14,1230000000.0,1.18,10.85,75.58,1.5,0.47,91.30,4040000.0,4.34,5.13,4300000.0,N/A
31,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,242.67,17.85,0.89,21.27,5.24,7.21,4.60,1.5,143.02,84160000000.0,85810000000.0,13.89,1.49,0.89,9.78,0.89,14030000000.0,1.5,5060000000.0,7.40,8.80,2.20,8310000000.000001,13.05,9960000000.0,1.33,6.32,132.12,1.5,0.06,74.60,27410000.0,5.49,4.94,27020000.0,N/A
32,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,37.22,6.39,2.54,2.79,39.42,8.27,2.43,1.5,18.19,25140000000.0,25050000000.0,23.96,2.39,2.52,15.83,2.52,4150000000.0000005,1.5,3650000000.0,7.13,686.00,1.20,3440000000.0,6.23,3360000000.0,2.10,16.36,45.52,1.5,10.11,84.90,22250000.0,5.58,4.07,19820000.0,N/A
33,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,58.60,8.29,0.55,2.59,6.95,11.69,13.34,1.5,74.14,6590000000.0,7390000000.0,8.10,2.35,0.61,4.38,0.61,4620000000.0,1.5,841490000.0,5.10,5.50,2.40,601770000.0,3.92,1500000000.0,2.05,16.68,42.29,1.5,3.33,99.60,16460000.0,6.65,9.94,14490000.0,N/A
34,N/A,N/A,bby,N/A,N/A,N/A,N/A,N/A,39.61,12.10,0.26,2.31,2.27,4.13,7.10,1.5,114.08,10030000000.0,8380000000.000001,10.05,1.16,0.21,3.66,0.21,9190000000.0,1.5,807000000.0,2.56,7.70,4.10,3360000000.0,10.39,1730000000.0,1.43,13.52,30.95,1.5,13.81,89.20,29450000.0,6.83,9.95,25970000.0,N/A
35,N/A,N/A,bcr,N/A,N/A,N/A,N/A,N/A,115.94,147.84,4.66,11.02,3.24,24.78,10.44,1.5,46.61,16030000000.000002,16960000000.0,19.45,2.00,4.92,16.26,4.92,2109999999.9999998,1.5,111400000.0,1.48,16.90,7.40,765000000.0,10.43,1690000000.0,1.49,19.91,218.65,1.5,0.51,90.60,1400000.0,3.18,1.92,1520000.0,N/A
36,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,163.29,44.45,2.90,4.63,6.62,16.82,4.72,1.5,57.88,35290000000.0,46070000000.0,17.54,1.49,3.77,14.51,3.77,4700000000.0,1.5,810000000.0,3.74,56.50,49.50,1740000000.0,8.18,12520000000.0,1.51,36.13,166.29,1.5,0.28,85.60,3550000.0,3.88,1.69,3520000.0,N/A
37,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,17.41,12.70,2.89,1.78,23.05,37.49,10.49,1.5,12.05,20500000000.0,13030000000.0,12.34,2.14,1.80,4.72,1.80,7910000000.0,1.5,1660000000.0,2.76,40.60,19.70,9630000000.0,16.46,2170000000.0,10.40,20.08,35.04,1.5,37.70,50.10,17290000.0,5.43,4.67,18510000.0,N/A
38,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,8.65,15.60,0.43,3.03,2.75,4.88,9.66,1.5,102.75,2180000000.0,2180000000.0,11.64,1.01,0.42,6.04,0.42,2069999999.9999998,1.5,143010000.0,2.81,0.10,0.60,54140000.0,1.09,62300000.0,1.47,14.67,43.78,1.5,1.30,130.00,43.00,11.76,19.30,9520000.0,N/A
39,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,63.33,16.10,5.26,5.57,33.79,48.28,18.39,1.5,48.24,57400000000.0,60350000000.0,13.05,1.48,5.52,10.26,5.52,9520000000.0,1.5,3700000000.0,16.27,18.00,6.70,3590000000.0,16.37,6540000000.0,2.59,47.14,262.03,1.5,0.10,91.20,2120000.0,1.21,0.97,2520000.0,N/A
40,N/A,N/A,bms,N/A,N/A,N/A,N/A,N/A,118.21,19.71,1.18,3.84,6.03,10.51,7.35,1.5,41.66,4630000000.0,6040000000.0,16.09,2.24,1.51,10.42,1.51,873400000.0,1.5,241100000.0,2.48,3.30,6.90,50100000.0,0.53,1460000000.0,2.06,13.01,48.90,1.5,1.05,75.80,6100000.0,8.16,6.51,5230000.0,N/A
41,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,46.42,76.46,7.04,8.27,9.31,26.30,8.49,1.5,10.14,118820000000.0,121270000000.0,22.38,1.19,7.17,24.37,7.17,12650000000.0,1.5,1570000000.0,0.93,0.80,8.70,4310000000.0,2.58,6760000000.0,1.48,8.62,71.18,1.5,0.11,73.50,21500000.0,3.70,1.29,22180000.0,N/A
42,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,69.09,12.41,0.88,1.99,7.16,12.73,8.03,1.5,37.37,7170000000.0,9380000000.0,9.06,1.14,1.13,6.72,1.13,1700000000.0,1.5,594900000.0,2.66,8.30,14.30,392300000.0,1.80,2600000000.0,1.38,16.97,32.97,1.5,0.43,96.60,12470000.0,6.82,5.75,12120000.0,N/A
43,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,129.00,34.32,7.92,3.64,23.31,35.43,2.94,1.5,16.59,19980000000.0,28600000000.0,20.48,3.69,11.23,18.49,11.23,1590000000.0,1.5,583110000.0,3.79,6.10,5.40,1610000000.0,10.45,10230000000.0,3.32,36.13,130.06,1.5,0.63,97.90,2360000.0,3.34,1.95,2380000.0,N/A
44,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,40.23,18.15,3.25,2.48,18.82,27.71,6.42,1.5,9.34,13140000000.0,12890000000.0,11.99,8.25,3.19,10.46,3.19,3350000000.0,1.5,736000000.0,1.74,0.50,5.20,2350000000.0,5.65,2100000000.0,1.28,12.67,31.53,1.5,28.65,69.10,14230000.0,5.49,4.50,14440000.0,N/A
45,N/A,N/A,cab,N/A,N/A,N/A,N/A,N/A,237.82,18.12,0.82,1.77,4.60,8.26,2.70,1.5,58.26,3270000000.0,7650000000.0,13.37,1.19,1.90,16.26,1.90,1710000000.0,1.5,185450000.0,2.64,14.50,4.50,69970000.0,1.02,4450000000.0,2.46,27.45,47.88,1.5,27.62,82.50,5370000.0,8.72,11.36,5750000.0,N/A
46,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,81.00,18.25,0.21,3.74,1.18,2.11,5.01,1.5,357.78,24840000000.0,27790000000.0,13.28,1.47,0.24,9.08,0.24,5710000000.0,1.5,1390000000.0,4.18,5.80,20.80,2600000000.0,7.97,5550000000.0,1.15,20.59,76.25,1.5,0.20,88.30,6520000.0,3.78,2.21,6360000.0,N/A
47,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,73.79,31.48,1.89,2.80,6.04,11.75,7.02,1.5,7.70,529299999.99999994,441760000.0,9.46,0.59,1.57,10.80,1.57,102960000.0,1.5,16940000.0,0.46,15.50,2.30,228110000.0,6.23,139800000.0,6.03,5.18,14.48,1.5,3.72,69.00,4000000.0,8.56,11.46,4160000.0,N/A
48,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,243.55,36.86,0.96,2.67,2.58,7.16,2.44,1.5,74.34,40910000000.0,74530000000.0,19.68,27.30,1.70,12.08,1.70,12680000000.0,1.5,1130000000.0,1.90,78.20,25.50,4740000000.0,8.13,38370000000.0,1.29,26.85,70.07,1.5,0.23,66.60,42000000.0,7.26,7.20,41770000.0,N/A
49,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,128.00,18.05,0.83,3.42,4.60,6.81,5.68,1.5,34.97,9370000000.0,12760000000.0,11.34,1.00,1.10,11.43,1.10,1140000000.0,1.5,536360000.0,1.59,11.60,38.70,489230000.0,1.47,3670000000.0,1.07,8.44,28.68,1.5,1.23,95.20,6200000.0,2.07,2.08,7170000.0,N/A
50,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,437.03,21.66,1.78,13.09,8.21,13.48,7.18,1.5,30.09,12040000000.0,15860000000.0,18.67,7.12,2.30,13.26,2.30,2570000000.0,1.5,566000000.0,2.44,31.20,7.00,279000000.0,1.22,4099999999.9999995,0.94,4.11,52.84,1.5,3.21,77.50,5170000.0,2.21,2.29,4240000.0,N/A
51,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,165.89,21.46,8.17,4.23,39.11,26.10,2.82,1.5,11.09,30270000000.0,41710000000.0,17.55,2.14,11.28,20.58,11.28,2340000000.0,1.5,416390000.0,4.19,61.00,3.80,175700000.0,0.53,11870000000.0,1.01,21.41,89.85,1.5,0.73,96.20,7850000.0,3.50,2.63,8119999.999999999,N/A
52,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,40.27,20.80,2.43,1.70,11.68,13.26,3.40,1.5,20.45,37470000000.0,45780000000.0,12.46,0.90,2.89,12.22,2.89,6270000000.0,1.5,1850000000.0,2.38,189.80,3.40,778000000.0,1.03,9110000000.0,0.28,29.97,49.60,1.5,27.07,36.60,15380000.0,3.33,5.64,19120000.0,N/A
53,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,281.16,48.72,8.02,15.31,17.38,28.88,8.05,1.5,12.30,77580000000.0,86120000000.0,14.33,0.80,8.89,26.60,8.89,8840000000.0,1.5,1680000000.0,2.06,11.40,20.70,5730000000.0,7.40,14270000000.0,4.57,6.55,100.16,1.5,0.27,81.50,8460000.0,1.58,1.07,9990000.0,N/A
54,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,15.20,32.57,4.10,4.70,12.88,20.13,10.33,1.5,13.13,18170000000.0,18260000000.0,19.98,1.47,4.06,14.58,4.06,3670000000.0,1.5,578790000.0,1.65,35.50,14.40,503450000.0,1.49,595440000.0,2.23,11.59,53.74,1.5,11.05,82.20,16710000.0,7.64,5.60,17640000.0,N/A
55,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,77.00,13.13,1.49,1.61,11.36,24.29,4.89,1.5,18.65,6450000000.0,9300000000.0,10.09,2.32,2.13,5.92,2.13,1550000000.0,1.5,494900000.0,2.11,88.70,5.20,2690000000.0,11.54,5540000000.0,2.77,17.34,27.65,1.5,5.63,94.60,23000000.0,6.28,9.89,20620000.0,N/A
56,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,81.39,20.02,0.79,8.73,3.94,6.61,16.91,1.5,91.82,10570000000.0,11170000000.0,17.85,2.28,0.84,11.97,0.84,2270000000.0,1.5,522190000.00000006,3.61,11.70,6.90,179410000.0,1.25,970000000.0,1.24,8.30,72.31,1.5,1.41,88.40,8970000.0,8.27,6.23,8530000.0,N/A
57,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,40.68,16.05,0.86,2.59,5.43,9.68,3.96,1.5,149.77,32930000000.0,35250000000.0,12.72,1.26,0.92,8.83,0.92,14590000000.0,1.5,2080000000.0,8.00,2.60,4.40,2870000000.0,11.17,5190000000.0,0.96,49.44,128.36,1.5,2.74,88.50,2620000.0,1.85,1.03,2069999.9999999998,N/A
58,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,12.77,16.16,2.15,1.66,13.29,19.63,3.34,1.5,31.83,11130000000.0,11380000000.0,22.34,6.43,2.18,10.59,2.18,947000000.0,1.5,694000000.0,4.19,46.90,6.10,613000000.0,3.73,860000000.0,1.25,40.97,67.69,1.5,13.79,63.70,3060000.0,4.45,2.04,3130000.0,N/A
59,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,860.23,25.79,3.01,66.34,11.79,19.15,16.08,1.5,44.16,17070000000.0,18880000000.0,25.28,3.70,3.30,15.22,3.30,2460000000.0,1.5,672000000.0,5.12,6.90,1.80,414000000.0,3.20,2230000000.0,1.15,2.00,131.98,1.5,0.18,75.80,6470000.0,5.97,5.04,5750000.0,N/A
60,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,99.80,18.75,2.00,2.87,10.92,21.73,6.22,1.5,30.61,150100000000.0,200100000000.0,15.82,1.39,2.65,7.91,2.65,51960000000.0,1.5,8240000000.0,3.30,3.60,5.20,5630000000.0,2.32,55630000000.0,0.80,21.69,61.84,1.5,0.16,84.60,31100000.0,3.57,1.29,24590000.0,N/A
61,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,10.70,24.82,9.42,1.54,37.57,61.30,1.80,1.5,10.16,31940000000.0,32950000000.000004,20.24,1.80,9.64,14.17,9.64,3210000000.0,1.5,1280000000.0,3.80,11.30,10.90,1230000000.0,3.62,2230000000.0,1.04,61.80,94.33,1.5,4.48,78.80,5700000.0,2.66,1.88,4340000.0,N/A
62,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,25.21,14.77,1.04,2.80,7.13,10.59,8.10,1.5,106.30,18960000000.0,19520000000.0,14.17,32.07,1.04,7.83,1.04,4950000000.0,1.5,1330000000.0,7.57,17.10,8.90,1270000000.0,7.51,1830000000.0,1.91,40.80,111.79,1.5,0.21,84.70,10870000.0,5.24,6.93,12830000.0,N/A
63,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,222.72,23.93,1.91,2.86,7.89,17.93,3.51,1.5,22.26,11710000000.0,21060000000.0,19.23,2.83,3.43,12.29,3.43,2180000000.0,1.5,485000000.0,1.75,18.80,14.70,177000000.0,0.63,9230000000.0,0.92,14.72,41.93,1.5,0.91,90.00,8590000.0,4.16,3.12,8630000.0,N/A
64,N/A,N/A,coh,N/A,N/A,N/A,N/A,N/A,33.65,26.60,2.43,4.02,9.00,16.90,9.98,1.5,15.67,10370000000.0,9970000000.0,17.11,2.22,2.30,10.56,2.30,2910000000.0,1.5,390700000.0,1.40,27.70,11.20,1280000000.0,4.61,883500000.0,3.10,9.45,37.30,1.5,0.12,93.60,17020000.0,5.56,6.14,13860000.0,N/A
65,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,125.84,17.69,2.26,5.88,12.95,19.06,8.35,1.5,39.20,11560000000.0,13760000000.0,15.28,1.85,2.67,11.72,2.67,1610000000.0,1.5,667000000.0,5.02,8.90,2.20,300000000.0,2.30,2500000000.0,1.36,15.21,88.77,1.5,0.45,0.20,5650000.0,10.10,4.32,5270000.0,N/A
66,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,44.29,27.68,0.55,5.86,1.97,3.07,6.82,1.5,267.03,63440000000.0,63560000000.0,23.84,2.71,0.54,13.33,0.54,15130000000.0,1.5,2310000000.0,5.22,8.70,2.60,4860000000.0,11.06,4980000000.0,1.01,25.04,144.50,1.5,0.79,73.50,7670000.0,3.60,1.76,6170000.0,N/A
67,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,253.94,30.36,2.57,13.46,8.50,16.51,10.32,1.5,25.76,20430000000.0,24000000000.0,21.05,3.43,3.00,14.76,3.00,2800000000.0,1.5,680000000.0,2.18,19.40,1.50,306000000.0,0.99,3870000000.0,0.83,4.94,66.10,1.5,39.34,43.80,11440000.0,5.81,6.19,10220000.0,N/A
